date,product,consumer_linear,consumer_pchip
2024-08-05,sour_cream,116.0116026227348,116.0116026227348
2024-08-06,sour_cream,116.6884233007518,116.7213713108701
2024-08-07,sour_cream,117.3652439787689,117.3867928183889
2024-08-08,sour_cream,118.042064656786,118.0278858516374
2024-08-09,sour_cream,118.718885334803,118.664669116962
2024-08-10,sour_cream,119.3957060128201,119.3171613207088
2024-08-11,sour_cream,120.0725266908372,120.0053811692241
2024-08-12,sour_cream,120.7493473688542,120.7493473688542
2024-08-13,sour_cream,121.6655124991781,121.5676495246937
2024-08-14,sour_cream,122.581677629502,122.452114647441
2024-08-15,sour_cream,123.4978427598259,123.3826175518483
2024-08-16,sour_cream,124.4140078901498,124.3390330526679
2024-08-17,sour_cream,125.3301730204737,125.3012359646518
2024-08-18,sour_cream,126.2463381507976,126.2491011025523
2024-08-19,sour_cream,127.1625032811215,127.1625032811215
2024-08-20,sour_cream,128.0267752521841,128.0933824696164
2024-08-21,sour_cream,128.8910472232467,129.0770850916995
2024-08-22,sour_cream,129.7553191943094,130.0685956437314
2024-08-23,sour_cream,130.619591165372,131.0228986220727
2024-08-24,sour_cream,131.4838631364345,131.8949785230841
2024-08-25,sour_cream,132.3481351074971,132.6398198431262
2024-08-26,sour_cream,133.2124070785597,133.2124070785597
2024-08-27,sour_cream,133.5365411620519,133.6445169917412
2024-08-28,sour_cream,133.8606752455441,134.0101361896169
2024-08-29,sour_cream,134.1848093290363,134.3275639354326
2024-08-30,sour_cream,134.5089434125284,134.6150994924336
2024-08-31,sour_cream,134.8330774960206,134.8910421238656
2024-09-01,sour_cream,135.1572115795128,135.1736910929742
2024-09-02,sour_cream,135.4813456630049,135.4813456630049
2024-09-03,sour_cream,135.8097538240489,135.7914683522277
2024-09-04,sour_cream,136.1381619850929,136.0802833211226
2024-09-05,sour_cream,136.4665701461369,136.3642322962506
2024-09-06,sour_cream,136.7949783071808,136.6597570041727
2024-09-07,sour_cream,137.1233864682248,136.9832991714498
2024-09-08,sour_cream,137.4517946292688,137.3513005246429
2024-09-09,sour_cream,137.7802027903128,137.7802027903128
2024-09-10,sour_cream,138.5753514690642,138.3665631986011
2024-09-11,sour_cream,139.3705001478157,139.1464183624475
2024-09-12,sour_cream,140.1656488265672,140.0454290826097
2024-09-13,sour_cream,140.9607975053187,140.9892561598455
2024-09-14,sour_cream,141.7559461840702,141.9035603949128
2024-09-15,sour_cream,142.5510948628217,142.7140025885694
2024-09-16,sour_cream,143.3462435415732,143.3462435415732
2024-09-17,sour_cream,143.7307566603238,143.8253086493897
2024-09-18,sour_cream,144.1152697790745,144.2392323890379
2024-09-19,sour_cream,144.4997828978252,144.6081891836056
2024-09-20,sour_cream,144.8842960165758,144.9523534561806
2024-09-21,sour_cream,145.2688091353265,145.2918996298508
2024-09-22,sour_cream,145.6533222540771,145.6470021277039
2024-09-23,sour_cream,146.0378353728278,146.0378353728278
2024-09-24,sour_cream,146.4895731767095,146.5182080590756
2024-09-25,sour_cream,146.9413109805913,147.088638270516
2024-09-26,sour_cream,147.393048784473,147.6893645155601
2024-09-27,sour_cream,147.8447865883548,148.2606253026194
2024-09-28,sour_cream,148.2965243922365,148.742659140105
2024-09-29,sour_cream,148.7482621961182,149.0757045364281
2024-09-30,sour_cream,149.2,149.2
2024-10-01,sour_cream,149.0286143329624,149.1477145203616
2024-10-02,sour_cream,148.8572286659248,149.0093926233922
2024-10-03,sour_cream,148.6858429988872,148.8128361220106
2024-10-04,sour_cream,148.5144573318496,148.5858468291355
2024-10-05,sour_cream,148.343071664812,148.3562265576856
2024-10-06,sour_cream,148.1716859977743,148.1517771205798
2024-10-07,sour_cream,148.0003003307367,148.0003003307367
2024-10-08,sour_cream,147.9129475027886,147.8868055790492
2024-10-09,sour_cream,147.8255946748405,147.778984025172
2024-10-10,sour_cream,147.7382418468924,147.6786601351667
2024-10-11,sour_cream,147.6508890189443,147.5876583750951
2024-10-12,sour_cream,147.5635361909962,147.5078032110191
2024-10-13,sour_cream,147.476183363048,147.440919109
2024-10-14,sour_cream,147.3888305350999,147.3888305350999
2024-10-15,sour_cream,147.3593507000683,147.3450123223014
2024-10-16,sour_cream,147.3298708650367,147.3029374431308
2024-10-17,sour_cream,147.3003910300051,147.2644275729645
2024-10-18,sour_cream,147.2709111949735,147.2313043871795
2024-10-19,sour_cream,147.2414313599419,147.2053895611524
2024-10-20,sour_cream,147.2119515249103,147.18850477026
2024-10-21,sour_cream,147.1824716898787,147.1824716898787
2024-10-22,sour_cream,147.2563049405155,147.2065549725259
2024-10-23,sour_cream,147.3301381911524,147.2697810368586
2024-10-24,sour_cream,147.4039714417892,147.3586142074634
2024-10-25,sour_cream,147.477804692426,147.4595188089269
2024-10-26,sour_cream,147.5516379430629,147.5589591658359
2024-10-27,sour_cream,147.6254711936997,147.6433996027768
2024-10-28,sour_cream,147.6993044443365,147.6993044443365
2024-10-29,sour_cream,147.726202962891,147.725534404099
2024-10-30,sour_cream,147.7531014814455,147.7449466081881
2024-10-31,sour_cream,147.78,147.78
2024-11-01,sour_cream,149.0221315136077,148.4116719175848
2024-11-02,sour_cream,150.2642630272154,149.8281419846234
2024-11-03,sour_cream,151.5063945408231,151.462672572958
2024-11-04,sour_cream,152.7485260544308,152.7485260544308
2024-11-05,sour_cream,153.4535070688743,153.5951227584377
2024-11-06,sour_cream,154.1584880833179,154.3196527091783
