retailer,product,date,price_package_median_uah,discount_share,discount_depth_median_pct,n_skus,n_obs
silpo,drinking_milk,2025-12-02,59.99,0.21951219512195122,21.053619302949055,244,246
silpo,drinking_milk,2025-12-03,59.99,0.2793522267206478,22.0,245,247
silpo,drinking_milk,2025-12-04,54.99,0.23265306122448978,22.0,243,245
silpo,drinking_milk,2025-12-11,62.99,0.2693877551020408,20.0,243,245
silpo,drinking_milk,2025-12-12,63.49,0.2931726907630522,20.0,247,249
silpo,drinking_milk,2025-12-13,62.49,0.275,20.0,238,240
silpo,hard_cheese,2025-10-21,53.4,0.3333333333333333,21.0,174,174
silpo,hard_cheese,2025-10-22,54.49,0.38202247191011235,20.0,178,178
silpo,hard_cheese,2025-10-23,48.99,0.3465909090909091,20.0,176,176
silpo,hard_cheese,2025-10-24,49.49,0.3672316384180791,22.0,177,177
silpo,hard_cheese,2025-10-25,52.49,0.3050847457627119,20.5,177,177
silpo,hard_cheese,2025-10-26,52.49,0.34285714285714286,22.0,175,175
silpo,hard_cheese,2025-10-27,56.9,0.36,20.0,175,175
silpo,hard_cheese,2025-10-28,50.49,0.37714285714285717,20.0,175,175
silpo,hard_cheese,2025-10-29,53.24,0.3275862068965517,20.08928571428572,174,174
silpo,hard_cheese,2025-10-30,52.49,0.3068181818181818,22.0,176,176
silpo,hard_cheese,2025-10-31,54.99,0.2752808988764045,20.0,178,178
silpo,hard_cheese,2025-11-01,53.99,0.2994350282485876,21.03298999850724,177,177
silpo,hard_cheese,2025-11-02,53.99,0.24861878453038674,20.11173184357542,181,181
silpo,hard_cheese,2025-11-03,50.99,0.2611111111111111,20.08928571428572,180,180
silpo,hard_cheese,2025-11-04,50.99,0.3016759776536313,22.0,179,179
silpo,hard_cheese,2025-11-05,57.24,0.2640449438202247,20.0,178,178
silpo,hard_cheese,2025-11-06,54.49,0.2640449438202247,20.06033182503771,178,178
silpo,hard_cheese,2025-11-07,53.195,0.28888888888888886,20.120800986722777,180,180
silpo,hard_cheese,2025-11-08,52.695,0.2640449438202247,21.0,178,178
silpo,hard_cheese,2025-11-09,54.9,0.3050847457627119,21.0,177,177
silpo,hard_cheese,2025-11-10,54.24,0.25842696629213485,20.0,178,178
silpo,hard_cheese,2025-11-11,54.9,0.35195530726256985,20.0,179,179
silpo,hard_cheese,2025-11-12,45.99,0.3502824858757062,21.254804352859455,177,177
silpo,hard_cheese,2025-11-13,50.99,0.34831460674157305,19.414947235785164,178,178
silpo,hard_cheese,2025-11-14,54.34,0.2722222222222222,20.0,180,180
silpo,hard_cheese,2025-11-15,57.195,0.2727272727272727,19.0,176,176
silpo,hard_cheese,2025-11-16,54.9,0.21142857142857144,21.0,175,175
silpo,hard_cheese,2025-11-17,54.49,0.21264367816091953,20.0,174,174
silpo,hard_cheese,2025-11-18,55.49,0.22988505747126436,20.559171597633135,174,174
silpo,hard_cheese,2025-11-19,58.9,0.2947976878612717,20.11834319526627,173,173
silpo,hard_cheese,2025-11-20,53.99,0.21052631578947367,20.05586592178771,171,171
silpo,hard_cheese,2025-11-21,53.99,0.30177514792899407,20.0,169,169
silpo,hard_cheese,2025-11-22,51.99,0.31547619047619047,22.0,168,168
silpo,hard_cheese,2025-11-23,53.99,0.27380952380952384,20.0,168,168
silpo,hard_cheese,2025-11-24,53.49,0.2529411764705882,22.0,170,170
silpo,hard_cheese,2025-11-25,55.99,0.26627218934911245,21.0,169,169
silpo,hard_cheese,2025-11-26,54.99,0.2261904761904762,22.0,168,168
silpo,hard_cheese,2025-11-27,52.74,0.25,21.5,168,168
silpo,hard_cheese,2025-11-28,52.99,0.26785714285714285,20.0,168,168
silpo,hard_cheese,2025-11-29,50.99,0.2958579881656805,20.06711409395973,169,169
silpo,hard_cheese,2025-11-30,50.99,0.22485207100591717,22.0,169,169
silpo,hard_cheese,2025-12-01,51.49,0.22807017543859648,22.0,171,171
silpo,hard_cheese,2025-12-02,48.49,0.28654970760233917,22.0,171,171
silpo,hard_cheese,2025-12-03,54.99,0.28654970760233917,20.0,171,171
silpo,hard_cheese,2025-12-04,54.99,0.3045977011494253,21.0,174,174
silpo,hard_cheese,2025-12-11,50.99,0.34911242603550297,21.0,169,169
silpo,hard_cheese,2025-12-12,50.945,0.36046511627906974,20.0,172,172
silpo,hard_cheese,2025-12-13,54.99,0.34911242603550297,20.0,169,169
silpo,kefir,2025-10-21,51.74,0.32407407407407407,20.0,108,108
silpo,kefir,2025-10-22,53.49,0.30275229357798167,20.0,109,109
silpo,kefir,2025-10-23,46.14,0.2727272727272727,18.0,110,110
silpo,kefir,2025-10-24,53.24,0.22807017543859648,21.0,114,114
silpo,kefir,2025-10-25,59.99,0.26548672566371684,23.5,113,113
silpo,kefir,2025-10-26,56.24,0.1875,20.0,112,112
silpo,kefir,2025-10-27,52.74,0.26785714285714285,22.0,112,112
silpo,kefir,2025-10-28,58.74,0.2543859649122807,20.0,114,114
silpo,kefir,2025-10-29,53.24,0.25,23.0,112,112
silpo,kefir,2025-10-30,54.74,0.20535714285714285,20.0,112,112
silpo,kefir,2025-10-31,53.445,0.25,19.646464646464644,112,112
silpo,kefir,2025-11-01,53.24,0.21428571428571427,19.5,112,112
silpo,kefir,2025-11-02,55.99,0.22321428571428573,19.58652168076252,112,112
silpo,kefir,2025-11-03,54.49,0.22522522522522523,20.0,111,111
silpo,kefir,2025-11-04,57.49,0.17272727272727273,19.04410990630592,110,110
silpo,kefir,2025-11-05,52.49,0.27522935779816515,18.996736498578795,109,109
silpo,kefir,2025-11-06,54.99,0.2,19.0,110,110
silpo,kefir,2025-11-07,53.49,0.21621621621621623,20.5,111,111
silpo,kefir,2025-11-08,52.74,0.20909090909090908,20.10050251256282,110,110
silpo,kefir,2025-11-09,50.49,0.21818181818181817,21.0,110,110
silpo,kefir,2025-11-10,55.59,0.26605504587155965,19.0,109,109
silpo,kefir,2025-11-11,54.99,0.23853211009174313,20.040160642570278,109,109
silpo,kefir,2025-11-12,54.99,0.24770642201834864,19.0,109,109
silpo,kefir,2025-11-13,55.99,0.2545454545454545,19.02205495315296,110,110
silpo,kefir,2025-11-14,53.49,0.2018348623853211,20.059171597633135,109,109
silpo,kefir,2025-11-15,54.99,0.27522935779816515,21.0,109,109
silpo,kefir,2025-11-16,52.99,0.16666666666666666,19.5,108,108
silpo,kefir,2025-11-17,54.24,0.23148148148148148,20.0,108,108
silpo,kefir,2025-11-18,55.24,0.2222222222222222,21.0,108,108
silpo,kefir,2025-11-19,57.74,0.2222222222222222,20.0,108,108
silpo,kefir,2025-11-20,56.24,0.19444444444444445,22.0,108,108
silpo,kefir,2025-11-21,53.99,0.2037037037037037,20.370393122016047,108,108
silpo,kefir,2025-11-22,57.99,0.1743119266055046,21.0,109,109
silpo,kefir,2025-11-23,56.49,0.1926605504587156,23.0,109,109
silpo,kefir,2025-11-24,55.99,0.28440366972477066,20.11834319526627,109,109
silpo,kefir,2025-11-25,53.49,0.26605504587155965,21.0,109,109
silpo,kefir,2025-11-26,54.99,0.21100917431192662,20.0,109,109
silpo,kefir,2025-11-27,56.49,0.1743119266055046,24.0,109,109
silpo,kefir,2025-11-28,56.99,0.21100917431192662,22.0,109,109
silpo,kefir,2025-11-29,62.49,0.22018348623853212,22.5,109,109
silpo,kefir,2025-11-30,56.49,0.2018348623853211,23.548857953777535,109,109
silpo,kefir,2025-12-01,53.74,0.2037037037037037,21.5,108,108
silpo,kefir,2025-12-02,56.74,0.24074074074074073,21.0,108,108
silpo,kefir,2025-12-03,57.99,0.30275229357798167,20.0,109,109
silpo,kefir,2025-12-04,63.49,0.2777777777777778,20.5,108,108
silpo,kefir,2025-12-11,56.99,0.3047619047619048,20.0,105,105
silpo,kefir,2025-12-12,54.99,0.3018867924528302,19.30392156862745,106,106
silpo,kefir,2025-12-13,53.99,0.22641509433962265,18.0,106,106
silpo,other_dairy,2025-10-21,52.51,0.3157894736842105,22.0,56,57
silpo,other_dairy,2025-10-22,53.9,0.24561403508771928,20.0,56,57
silpo,other_dairy,2025-10-23,53.19,0.2037037037037037,22.0,53,54
silpo,other_dairy,2025-10-24,49.49,0.2641509433962264,19.5,52,53
silpo,other_dairy,2025-10-25,51.39,0.24528301886792453,20.0,52,53
silpo,other_dairy,2025-10-26,45.99,0.22641509433962265,20.0,52,53
silpo,other_dairy,2025-10-27,57.49,0.22641509433962265,22.0,52,53
silpo,other_dairy,2025-10-28,49.49,0.2830188679245283,23.0,52,53
silpo,other_dairy,2025-10-29,58.24,0.2692307692307692,17.439882209134346,51,52
silpo,other_dairy,2025-10-30,59.9,0.24528301886792453,19.0,52,53
silpo,other_dairy,2025-10-31,60.49,0.18867924528301888,18.0,52,53
silpo,other_dairy,2025-11-01,57.99,0.24528301886792453,19.04410990630592,52,53
silpo,other_dairy,2025-11-02,60.24,0.18518518518518517,19.275176585074277,53,54
silpo,other_dairy,2025-11-03,59.99,0.18181818181818182,19.02205495315296,54,55
silpo,other_dairy,2025-11-04,56.49,0.22641509433962265,22.0,52,53
silpo,other_dairy,2025-11-05,59.74,0.14814814814814814,16.875,53,54
silpo,other_dairy,2025-11-06,58.99,0.14545454545454545,18.96057347670251,54,55
silpo,other_dairy,2025-11-07,52.5,0.16071428571428573,23.0,55,56
silpo,other_dairy,2025-11-08,54.99,0.18181818181818182,24.0,54,55
silpo,other_dairy,2025-11-09,54.49,0.14814814814814814,20.0,53,54
silpo,other_dairy,2025-11-10,57.49,0.20754716981132076,23.0,52,53
silpo,other_dairy,2025-11-11,58.49,0.20754716981132076,24.0,52,53
silpo,other_dairy,2025-11-12,53.99,0.3584905660377358,21.0,52,53
silpo,other_dairy,2025-11-13,45.14,0.24074074074074073,17.0,53,54
silpo,other_dairy,2025-11-14,46.99,0.22641509433962265,21.25845282350859,52,53
silpo,other_dairy,2025-11-15,60.49,0.1509433962264151,22.0,52,53
silpo,other_dairy,2025-11-16,57.99,0.17307692307692307,20.51690564701718,51,52
silpo,other_dairy,2025-11-17,60.74,0.3076923076923077,23.548192771084338,51,52
silpo,other_dairy,2025-11-18,59.99,0.20754716981132076,24.0,52,53
silpo,other_dairy,2025-11-19,55.945,0.3076923076923077,22.254804352859455,51,52
silpo,other_dairy,2025-11-20,57.24,0.2692307692307692,19.5,51,52
silpo,other_dairy,2025-11-21,49.74,0.28846153846153844,23.0,51,52
silpo,other_dairy,2025-11-22,48.64,0.28846153846153844,24.78421701602959,51,52
silpo,other_dairy,2025-11-23,57.74,0.3076923076923077,22.5,51,52
silpo,other_dairy,2025-11-24,47.239999999999995,0.28846153846153844,23.0,51,52
silpo,other_dairy,2025-11-25,50.74,0.23076923076923078,22.0,51,52
silpo,other_dairy,2025-11-26,46.739999999999995,0.23076923076923078,22.0,51,52
silpo,other_dairy,2025-11-27,55.49,0.23076923076923078,22.0,51,52
silpo,other_dairy,2025-11-28,57.24,0.28846153846153844,20.0,51,52
silpo,other_dairy,2025-11-29,60.99,0.24528301886792453,21.50960870571891,52,53
silpo,other_dairy,2025-11-30,58.24,0.3076923076923077,22.0,51,52
silpo,other_dairy,2025-12-01,58.24,0.17307692307692307,21.50960870571891,51,52
silpo,other_dairy,2025-12-02,56.24,0.34615384615384615,22.0,51,52
silpo,other_dairy,2025-12-03,48.69,0.23529411764705882,19.0,50,51
silpo,other_dairy,2025-12-04,58.24,0.3076923076923077,18.0,51,52
silpo,other_dairy,2025-12-11,57.49,0.2641509433962264,18.61802550005848,52,53
silpo,other_dairy,2025-12-12,52.49,0.3584905660377358,18.0,52,53
silpo,other_dairy,2025-12-13,57.24,0.3076923076923077,21.89258148382045,51,52
silpo,skim_milk_powder,2025-10-21,40.49,1.0,18.0,4,4
silpo,skim_milk_powder,2025-10-22,51.29,0.5,16.116880492979085,4,4
silpo,skim_milk_powder,2025-10-23,47.84,0.5,16.116880492979085,4,4
silpo,skim_milk_powder,2025-10-24,72.44500000000001,0.5,16.116880492979085,4,4
silpo,skim_milk_powder,2025-10-25,73.99,0.75,18.0,4,4
silpo,skim_milk_powder,2025-10-26,64.795,0.75,18.0,4,4
silpo,skim_milk_powder,2025-10-27,57.489999999999995,0.5,16.116880492979085,4,4
silpo,skim_milk_powder,2025-10-28,44.84,0.5,16.116880492979085,4,4
silpo,skim_milk_powder,2025-10-29,67.295,0.5,16.116880492979085,4,4
silpo,skim_milk_powder,2025-10-30,82.445,0.5,16.116880492979085,4,4
silpo,skim_milk_powder,2025-10-31,87.445,0.5,16.116880492979085,4,4
silpo,skim_milk_powder,2025-11-01,66.49,0.75,18.0,4,4
silpo,skim_milk_powder,2025-11-02,58.94500000000001,0.5,16.116880492979085,4,4
silpo,skim_milk_powder,2025-11-03,104.95,0.75,17.92114695340502,4,4
silpo,skim_milk_powder,2025-11-04,60.245000000000005,0.5,16.116880492979085,4,4
silpo,skim_milk_powder,2025-11-05,91.95,0.75,18.0,4,4
silpo,skim_milk_powder,2025-11-06,52.489999999999995,0.75,18.0,4,4
silpo,skim_milk_powder,2025-11-07,65.595,0.75,15.67398119122257,4,4
silpo,skim_milk_powder,2025-11-08,49.99,0.3333333333333333,15.67398119122257,3,3
silpo,skim_milk_powder,2025-11-09,49.99,0.3333333333333333,15.67398119122257,3,3
silpo,skim_milk_powder,2025-11-10,54.99,0.3333333333333333,13.75440846425137,3,3
silpo,skim_milk_powder,2025-11-11,54.99,0.3333333333333333,25.0,3,3
silpo,skim_milk_powder,2025-11-12,54.99,0.0,,3,3
silpo,skim_milk_powder,2025-11-13,70.49,0.0,,3,3
silpo,skim_milk_powder,2025-11-14,54.99,0.0,,3,3
silpo,skim_milk_powder,2025-11-15,65.49,0.0,,3,3
silpo,skim_milk_powder,2025-11-16,54.99,0.0,,3,3
silpo,skim_milk_powder,2025-11-17,49.99,0.0,,3,3
silpo,skim_milk_powder,2025-11-18,70.49,0.0,,3,3
silpo,skim_milk_powder,2025-11-19,99.0,0.0,,3,3
silpo,skim_milk_powder,2025-11-20,97.99,0.0,,3,3
silpo,skim_milk_powder,2025-11-21,48.69,0.0,,3,3
silpo,skim_milk_powder,2025-11-22,54.99,0.3333333333333333,27.0,3,3
silpo,skim_milk_powder,2025-11-23,54.99,0.0,,3,3
silpo,skim_milk_powder,2025-11-24,65.99,0.0,,3,3
silpo,skim_milk_powder,2025-11-25,92.49,0.0,,3,3
silpo,skim_milk_powder,2025-11-26,54.99,0.0,,3,3
silpo,skim_milk_powder,2025-11-27,35.59,0.0,,3,3
silpo,skim_milk_powder,2025-11-28,46.39,0.0,,3,3
silpo,skim_milk_powder,2025-11-29,114.0,0.3333333333333333,15.0,3,3
silpo,skim_milk_powder,2025-11-30,54.99,0.3333333333333333,15.0,3,3
silpo,skim_milk_powder,2025-12-01,54.99,0.3333333333333333,15.0,3,3
silpo,skim_milk_powder,2025-12-02,54.99,0.3333333333333333,15.0,3,3
silpo,skim_milk_powder,2025-12-03,39.99,0.0,,3,3
silpo,skim_milk_powder,2025-12-04,54.99,0.0,,3,3
silpo,skim_milk_powder,2025-12-11,54.99,0.0,,3,3
silpo,skim_milk_powder,2025-12-12,54.99,0.3333333333333333,22.0,3,3
silpo,skim_milk_powder,2025-12-13,54.99,0.0,,3,3
silpo,sour_cream,2025-10-21,56.99,0.31007751937984496,19.0,127,129
silpo,sour_cream,2025-10-22,55.99,0.29457364341085274,19.5,127,129
silpo,sour_cream,2025-10-23,55.99,0.25984251968503935,21.0,125,127
silpo,sour_cream,2025-10-24,54.99,0.2556390977443609,19.0,130,133
silpo,sour_cream,2025-10-25,53.99,0.22556390977443608,20.0,130,133
silpo,sour_cream,2025-10-26,53.99,0.25,20.0,126,128
silpo,sour_cream,2025-10-27,54.99,0.2734375,19.0,126,128
silpo,sour_cream,2025-10-28,59.99,0.26356589147286824,21.0,127,129
silpo,sour_cream,2025-10-29,54.24,0.2578125,18.0,126,128
silpo,sour_cream,2025-10-30,52.99,0.2421875,20.0,126,128
silpo,sour_cream,2025-10-31,51.99,0.2283464566929134,20.0,125,127
silpo,sour_cream,2025-11-01,49.9,0.1968503937007874,20.0,125,127
silpo,sour_cream,2025-11-02,54.945,0.23809523809523808,21.5,124,126
silpo,sour_cream,2025-11-03,54.99,0.25196850393700787,19.793260840381258,125,127
silpo,sour_cream,2025-11-04,60.49,0.1889763779527559,18.793260840381258,124,127
silpo,sour_cream,2025-11-05,59.99,0.2558139534883721,19.0,126,129
silpo,sour_cream,2025-11-06,56.99,0.20930232558139536,20.0,126,129
silpo,sour_cream,2025-11-07,54.99,0.1953125,20.0,126,128
silpo,sour_cream,2025-11-08,54.99,0.2125984251968504,18.57810631590389,125,127
silpo,sour_cream,2025-11-09,59.49,0.232,18.57810631590389,123,125
silpo,sour_cream,2025-11-10,59.99,0.264,19.04410990630592,123,125
silpo,sour_cream,2025-11-11,55.49,0.312,20.0,123,125
silpo,sour_cream,2025-11-12,54.99,0.2857142857142857,20.0,124,126
silpo,sour_cream,2025-11-13,54.99,0.2777777777777778,21.0,124,126
silpo,sour_cream,2025-11-14,56.24,0.1953125,22.0,125,128
silpo,sour_cream,2025-11-15,53.9,0.25984251968503935,20.0,125,127
silpo,sour_cream,2025-11-16,56.49,0.23809523809523808,20.0,124,126
silpo,sour_cream,2025-11-17,54.99,0.2777777777777778,22.0,124,126
silpo,sour_cream,2025-11-18,54.99,0.2283464566929134,22.0,125,127
silpo,sour_cream,2025-11-19,59.99,0.2222222222222222,20.12298001574744,124,126
silpo,sour_cream,2025-11-20,54.99,0.19047619047619047,20.0,124,126
silpo,sour_cream,2025-11-21,59.99,0.21428571428571427,20.0,124,126
silpo,sour_cream,2025-11-22,58.99,0.18253968253968253,20.0,124,126
silpo,sour_cream,2025-11-23,62.945,0.21428571428571427,23.0,124,126
silpo,sour_cream,2025-11-24,56.74,0.25,22.5,126,128
silpo,sour_cream,2025-11-25,57.99,0.1984126984126984,23.0,124,126
silpo,sour_cream,2025-11-26,54.99,0.1984126984126984,23.0,124,126
silpo,sour_cream,2025-11-27,54.99,0.2222222222222222,22.254804352859455,124,126
silpo,sour_cream,2025-11-28,54.99,0.15079365079365079,21.0,124,126
silpo,sour_cream,2025-11-29,52.49,0.1746031746031746,20.5,124,126
silpo,sour_cream,2025-11-30,51.49,0.23015873015873015,22.0,124,126
silpo,sour_cream,2025-12-01,52.49,0.21428571428571427,19.0,124,126
silpo,sour_cream,2025-12-02,54.99,0.23015873015873015,22.0,124,126
silpo,sour_cream,2025-12-03,54.99,0.23015873015873015,21.0,124,126
silpo,sour_cream,2025-12-04,56.49,0.2283464566929134,22.0,125,127
silpo,sour_cream,2025-12-11,54.99,0.256,18.789053157951948,123,125
silpo,sour_cream,2025-12-12,57.945,0.29365079365079366,20.0,124,126
silpo,sour_cream,2025-12-13,54.99,0.2786885245901639,19.0,120,122
silpo,yogurt,2025-10-21,54.49,0.2680221811460259,20.0,534,541
silpo,yogurt,2025-10-22,52.9,0.29304029304029305,20.0,539,546
silpo,yogurt,2025-10-23,54.99,0.2767527675276753,19.52205495315296,536,542
silpo,yogurt,2025-10-24,53.99,0.3042671614100185,20.0,533,539
silpo,yogurt,2025-10-25,52.99,0.3014705882352941,20.0,537,544
silpo,yogurt,2025-10-26,54.695,0.2966417910447761,20.0,530,536
silpo,yogurt,2025-10-27,54.49,0.29236499068901306,19.04410990630592,531,537
silpo,yogurt,2025-10-28,52.945,0.299625468164794,20.10050251256282,528,534
silpo,yogurt,2025-10-29,53.49,0.30206378986866794,21.0,527,533
silpo,yogurt,2025-10-30,53.49,0.28142589118198874,21.0,527,533
silpo,yogurt,2025-10-31,51.99,0.31343283582089554,21.0,529,536
silpo,yogurt,2025-11-01,53.24,0.3003731343283582,20.0,530,536
silpo,yogurt,2025-11-02,52.49,0.2919020715630885,20.10050251256282,525,531
silpo,yogurt,2025-11-03,54.99,0.31390977443609025,20.11173184357542,526,532
silpo,yogurt,2025-11-04,53.49,0.3076923076923077,20.0,527,533
silpo,yogurt,2025-11-05,52.945,0.31390977443609025,20.0,526,532
silpo,yogurt,2025-11-06,53.74,0.301498127340824,20.10050251256282,528,534
silpo,yogurt,2025-11-07,52.945,0.36666666666666664,20.559171597633135,534,540
silpo,yogurt,2025-11-08,52.695,0.35074626865671643,21.0,530,536
silpo,yogurt,2025-11-09,53.99,0.3314500941619586,21.0,525,531
silpo,yogurt,2025-11-10,52.49,0.3013182674199623,20.0,525,531
silpo,yogurt,2025-11-11,52.24,0.30943396226415093,20.04464285714286,524,530
silpo,yogurt,2025-11-12,55.49,0.2792452830188679,20.0,524,530
silpo,yogurt,2025-11-13,53.99,0.26666666666666666,20.094894113424267,534,540
silpo,yogurt,2025-11-14,53.99,0.25871559633027524,21.0,539,545
silpo,yogurt,2025-11-15,56.99,0.2653061224489796,22.0,533,539
silpo,yogurt,2025-11-16,58.49,0.23105360443622922,22.0,535,541
silpo,yogurt,2025-11-17,57.49,0.23388581952117865,22.0,537,543
silpo,yogurt,2025-11-18,54.99,0.2698706099815157,22.0,535,541
silpo,yogurt,2025-11-19,53.74,0.25925925925925924,21.5,534,540
silpo,yogurt,2025-11-20,54.695,0.2518518518518518,20.32356517167748,534,540
silpo,yogurt,2025-11-21,54.9,0.27726432532347506,21.254804352859455,535,541
silpo,yogurt,2025-11-22,57.49,0.2809611829944547,22.0,535,541
silpo,yogurt,2025-11-23,56.495000000000005,0.26014760147601473,22.0,536,542
silpo,yogurt,2025-11-24,56.99,0.2915129151291513,22.0,536,542
silpo,yogurt,2025-11-25,54.9,0.24118738404452691,20.11194029850746,533,539
silpo,yogurt,2025-11-26,54.99,0.26779026217228463,23.0,528,534
silpo,yogurt,2025-11-27,56.09,0.24860853432282004,22.0,533,539
silpo,yogurt,2025-11-28,54.99,0.25650557620817843,21.754804352859455,532,538
silpo,yogurt,2025-11-29,54.9,0.2504638218923933,22.0,533,539
silpo,yogurt,2025-11-30,57.49,0.22160148975791433,21.0,531,537
silpo,yogurt,2025-12-01,56.99,0.2537313432835821,21.754804352859455,530,536
silpo,yogurt,2025-12-02,56.49,0.28014842300556586,22.0,533,539
silpo,yogurt,2025-12-03,56.24,0.2537037037037037,21.0,534,540
silpo,yogurt,2025-12-04,53.99,0.2782931354359926,20.61194029850746,533,539
silpo,yogurt,2025-12-11,57.49,0.3025830258302583,20.0,536,542
silpo,yogurt,2025-12-12,55.24,0.26014760147601473,20.0,536,542
silpo,yogurt,2025-12-13,51.99,0.2822429906542056,21.0,530,535
