product,date,price_median_uah_kg,price_weighted_uah_kg,n_lots,n_regions,expected_value_sum,contract_current_sum
butter,2023-12-18,253.0,246.5075075075075,7.0,7.0,1585910.0,1207131.2199999997
butter,2023-12-19,296.0,283.00046882325364,5.0,5.0,726914.0,584192.06
butter,2023-12-20,260.0,283.32305902878744,3.0,3.0,1238000.0,1012137.56
butter,2023-12-21,255.0,250.0475208977442,5.0,5.0,1043020.0,868516.84
butter,2023-12-22,303.0,272.9528818136593,3.0,3.0,407516.0,395946.48
butter,2023-12-23,319.0,319.0,1.0,1.0,62730.0,51024.0
butter,2023-12-25,283.5,289.79645245710964,6.0,6.0,1236886.0,545524.51
butter,2023-12-26,258.5,246.99293094072866,6.0,4.0,1171390.0,618509.2999999999
butter,2023-12-27,276.0,259.04327485380117,6.0,6.0,1384700.0,1098490.44
butter,2023-12-28,269.5,225.37780870948498,6.0,5.0,1256020.0,964047.52
butter,2023-12-29,324.0,293.3065859197577,2.0,2.0,394020.0,341140.2
butter,2024-01-01,192.0,192.0,1.0,1.0,810270.0,490968.8
butter,2024-01-02,263.0,249.60946710152297,10.0,7.0,1075914.8,623028.96
butter,2024-01-03,268.0,275.8437132784959,9.0,7.0,1768850.0,1234669.3399999999
butter,2024-01-04,262.0,250.33802816901408,14.0,9.0,2692372.5,2195370.99
butter,2024-01-05,256.0,263.27737603305786,6.0,6.0,2476923.67,2033025.7
butter,2024-01-08,265.0,235.09126658556596,14.0,9.0,2629793.42,1729134.4399999997
butter,2024-01-09,276.0,295.5384973249593,7.0,5.0,1419710.0,1131288.3599999999
butter,2024-01-10,250.0,261.2819648873914,9.0,8.0,4061350.0,2910581.1799999997
butter,2024-01-11,259.0,265.2682926829268,6.0,6.0,759954.0,614846.04
butter,2024-01-12,278.0,283.0039511494253,7.0,6.0,909931.84,805834.36
butter,2024-01-14,249.0,249.0,1.0,1.0,203250.0,168697.5
butter,2024-01-15,242.0,244.44627508354253,13.0,10.0,3652430.0,3004878.06
butter,2024-01-16,272.5,260.7411852963241,10.0,8.0,1174354.3,994982.2000000001
butter,2024-01-17,234.0,255.287030762976,7.0,7.0,1099898.04,952789.8
butter,2024-01-18,256.5,263.7313432835821,2.0,2.0,189440.0,159246.0
butter,2024-01-19,336.0,304.09638554216866,3.0,3.0,137895.0,127281.0
butter,2024-01-22,262.5,239.60486858352442,6.0,5.0,1170052.0,849565.6
butter,2024-01-23,198.0,198.33975240715267,2.0,2.0,438400.0,274268.0
butter,2024-01-24,195.5,230.6652162562005,8.0,7.0,1742705.5,1062571.75
butter,2024-01-25,252.0,231.66748166259168,12.0,8.0,2346120.0,1781621.16
butter,2024-01-26,205.0,263.9029729538874,4.0,3.0,208603.68,168252.36
butter,2024-01-29,239.0,222.0294494238156,4.0,4.0,460350.0,307166.0
butter,2024-01-30,180.0,177.76310826103355,7.0,3.0,1491604.0,974340.0
butter,2024-01-31,264.0,264.9866220735786,3.0,2.0,953900.0,851257.5
butter,2024-02-01,238.0,189.84905660377356,3.0,3.0,326950.0,264120.74
butter,2024-02-02,229.0,248.87654848355405,2.0,2.0,161760.0,120649.32
butter,2024-02-04,185.0,185.0,1.0,1.0,90000.0,83250.0
butter,2024-02-05,199.0,192.91178867635074,3.0,3.0,709000.0,209629.85
butter,2024-02-06,234.5,232.85333333333332,2.0,2.0,565400.0,210797.76
butter,2024-02-07,222.5,226.48177496038033,6.0,3.0,1209200.0,1187410.0
butter,2024-02-08,323.5,331.8746298124383,2.0,2.0,183192.0,140070.0
butter,2024-02-09,255.0,238.59469026548672,4.0,3.0,869643.0,625701.6
butter,2024-02-12,238.0,236.8294758339006,7.0,6.0,1756032.0,1313346.7
butter,2024-02-13,229.0,249.97984588026083,3.0,2.0,1446000.0,1106803.1
butter,2024-02-14,224.0,233.76895306859205,3.0,2.0,648822.0,256957.4
butter,2024-02-15,246.0,229.56630525437865,3.0,3.0,917660.0,578438.6
butter,2024-02-16,166.5,205.08219575951205,2.0,1.0,240774.0,183577.2
butter,2024-02-18,194.0,194.0,1.0,1.0,60000.0,58200.0
butter,2024-02-19,229.0,215.30847953216374,6.0,6.0,1024150.0,630139.3899999999
butter,2024-02-20,329.0,287.1651376146789,4.0,3.0,780000.0,521184.0
butter,2024-02-21,254.5,244.52727272727273,6.0,5.0,953730.0,648422.25
butter,2024-02-22,239.0,221.39513108614233,5.0,3.0,1957132.0,1486450.8
butter,2024-02-23,260.0,260.0,2.0,2.0,210000.0,155940.0
butter,2024-02-26,199.0,217.17919075144508,3.0,3.0,799600.0,551485.0
butter,2024-02-27,300.0,293.3333333333333,3.0,3.0,176700.0,157350.0
butter,2024-02-28,246.0,222.17521367521368,3.0,3.0,741500.0,485778.25
butter,2024-02-29,230.0,229.53028003862602,9.0,8.0,4248868.8,2943585.73
butter,2024-03-01,154.0,145.58893280632412,2.0,1.0,132000.0,94479.0
butter,2024-03-04,274.0,278.92857142857144,3.0,3.0,488355.0,388082.88
butter,2024-03-05,228.0,226.93679092382496,5.0,4.0,821200.0,669588.0
butter,2024-03-06,233.0,219.8169991326973,3.0,2.0,604095.0,509400.0
butter,2024-03-07,265.5,254.8901098901099,4.0,4.0,550750.0,509778.0
butter,2024-03-08,260.0,260.0,1.0,1.0,337500.0,234000.0
butter,2024-03-11,234.5,203.9717425431711,2.0,2.0,294750.0,201270.8
butter,2024-03-12,239.0,242.21562952243127,4.0,4.0,870065.2,682739.04
butter,2024-03-13,165.0,172.3684210526316,3.0,2.0,73350.0,60137.4
butter,2024-03-14,267.0,267.0,1.0,1.0,217800.0,160200.0
butter,2024-03-15,293.0,252.73887680643918,4.0,4.0,802477.95,555616.1000000001
butter,2024-03-18,271.5,283.3248369887374,4.0,4.0,668286.75,550644.0
butter,2024-03-19,252.5,256.53472222222223,4.0,4.0,506250.0,369159.8
butter,2024-03-20,252.0,215.63959390862945,2.0,2.0,164400.0,133620.0
butter,2024-03-21,259.5,269.04566210045664,4.0,4.0,846650.0,764162.1
butter,2024-03-22,161.0,204.69727547931382,3.0,3.0,651145.0,482619.0
butter,2024-03-25,265.0,276.82894208907317,4.0,3.0,904500.0,794594.0
butter,2024-03-26,247.5,247.88814066591846,8.0,6.0,1112710.0,760306.0
butter,2024-03-27,285.0,215.30366806975346,3.0,2.0,1446650.0,392015.93
butter,2024-03-28,195.0,193.1972157772622,3.0,3.0,219464.0,154454.79
butter,2024-03-29,301.0,310.4908565928778,6.0,4.0,1107380.0,957208.8
butter,2024-04-01,252.0,256.27215331859117,4.0,3.0,554250.02,333102.6
butter,2024-04-02,278.0,261.09327115256497,7.0,3.0,1402997.8,1171720.2
butter,2024-04-03,267.5,303.9692898272553,4.0,4.0,337565.0,330267.0
butter,2024-04-04,280.0,280.0,1.0,1.0,202553.0,158115.0
butter,2024-04-05,240.0,241.64518828451884,5.0,2.0,643115.0,691568.24
butter,2024-04-08,168.0,171.92488262910797,2.0,2.0,251400.0,128768.04000000001
butter,2024-04-09,255.0,269.7241162184042,9.0,9.0,3874683.4099999997,3049106.37
butter,2024-04-10,297.0,296.62997267103475,7.0,5.0,3345952.48,3804543.06
butter,2024-04-11,202.0,202.0,1.0,1.0,63000.0,60606.0
butter,2024-04-15,278.0,278.0,1.0,1.0,15000.0,13920.0
